,state,article_title,revision_id,article_quality
500,Michigan,"Lee Township, Allegan County, Michigan",1167296391,Start
501,Minnesota,"Iona, Minnesota",1165750860,C
502,Iowa,"Mingo, Iowa",1165893660,C
503,Pennsylvania,"Tyrone Township, Perry County, Pennsylvania",1167739301,C
504,Arkansas,"Felsenthal, Arkansas",1166068231,Start
505,New York,"Manorhaven, New York",1177301963,GA
506,Pennsylvania,"Zerbe Township, Northumberland County, Pennsylvania",1175368522,Stub
507,Pennsylvania,"Wheatfield Township, Perry County, Pennsylvania",1175370474,Stub
508,California,"Plymouth, California",1174071256,GA
509,Michigan,"Springvale Township, Michigan",1167676494,C
510,Illinois,"Dallas City, Illinois",1165645985,GA
511,Minnesota,"Hayfield, Minnesota",1165749492,C
512,Missouri,"Pleasant Hope, Missouri",1165898175,C
513,Iowa,"Floyd County, Iowa",1160186077,C
514,Colorado,"Springfield, Colorado",1166330035,C
515,Iowa,"Wapello County, Iowa",1160186235,C
516,Michigan,"Michigamme Township, Michigan",1174718001,C
517,Vermont,"Bristol (village), Vermont",676871046,Stub
518,Texas,"South Frydek, Texas",1165902209,Start
519,New York,"Grand View-on-Hudson, New York",1167126466,C
520,New Mexico,"Chama, New Mexico",1172703541,GA
521,Iowa,"New Hartford, Iowa",1165895225,C
522,New Hampshire,"Winchester, New Hampshire",1166333878,C
523,Illinois,"Buda, Illinois",1179979853,C
524,South Dakota,"Newell, South Dakota",1170922122,GA
525,Ohio,"Hunting Valley, Ohio",1168047810,C
526,Michigan,"Rolland Township, Michigan",1167640822,Start
527,Ohio,"South Amherst, Ohio",1167674332,GA
528,Georgia (U.S. state),"Cornelia, Georgia",1165645199,C
529,Maine,"Northfield, Maine",1166209815,Start
530,Louisiana,"Sunset, Louisiana",1166330897,C
531,Missouri,"Silex, Missouri",1165901777,C
532,Maine,"Glenwood Plantation, Maine",1177198643,Start
533,Tennessee,"Huntsville, Tennessee",1166181570,GA
534,Florida,"Umatilla, Florida",1165905119,C
535,Minnesota,"Kinney, Minnesota",1174711561,C
536,Texas,"Latexo, Texas",1165889307,C
537,Massachusetts,"Cheshire, Massachusetts",1166017775,C
538,Pennsylvania,"West Salem Township, Mercer County, Pennsylvania",1175371863,Stub
539,Alabama,"Birmingham, Alabama",1179944837,B
540,Pennsylvania,"Sinking Spring, Pennsylvania",1173397950,C
541,Pennsylvania,"Concord Township, Butler County, Pennsylvania",1177320070,Start
542,Alabama,"Auburn, Alabama",1179878794,C
543,Missouri,"Warsaw, Missouri",1165906658,GA
544,Oregon,"Central Point, Oregon",1165538887,C
545,Maryland,"Frostburg, Maryland",1172881018,C
546,Texas,"Nixon, Texas",1170363561,GA
547,Michigan,"Hudson Township, Charlevoix County, Michigan",1174709516,C
548,Florida,"Lauderdale-by-the-Sea, Florida",1174998038,C
549,Missouri,"Ellington, Missouri",1165650519,C
550,Minnesota,"Minnesota Lake, Minnesota",1165893699,C
551,Indiana,"Hartsville, Indiana",1166180649,C
552,Pennsylvania,"Winfield Township, Butler County, Pennsylvania",1175369498,Stub
553,Indiana,"Remington, Indiana",1166229737,C
554,New Hampshire,"Bennington, New Hampshire",1166122377,GA
555,New Mexico,"Eagle Nest, New Mexico",1166855343,GA
556,Missouri,"Ash Grove, Missouri",1165507634,C
557,New York,"Brewster, New York",1172182895,C
558,North Dakota,"Gackle, North Dakota",1173488161,C
559,Missouri,"Houston, Missouri",1165750468,GA
560,Missouri,"Tightwad, Missouri",1174842604,GA
561,Georgia (U.S. state),"Kite, Georgia",1176950353,C
562,Montana,"Bozeman, Montana",1179746793,B
563,South Dakota,"Lennox, South Dakota",1171200436,C
564,Michigan,"Troy Township, Michigan",1167685719,Start
565,South Dakota,"Faith, South Dakota",1174341362,C
566,New Mexico,"Raton, New Mexico",1165899220,C
567,South Dakota,"Spencer, South Dakota",1171254296,C
568,Minnesota,"Mizpah, Minnesota",1165893810,C
569,Illinois,"Wadsworth, Illinois",1167776339,C
570,Montana,"Troy, Montana",1177453734,B
571,California,"Beaumont, California",1176083269,GA
572,Texas,"Coffee City, Texas",1179441820,GA
573,Arkansas,"Twin Groves, Arkansas",1166331796,GA
574,Arkansas,"Ward, Arkansas",1174922965,C
575,Michigan,"Arenac Township, Michigan",1174668041,Start
576,North Dakota,"Edgeley, North Dakota",1180008946,C
577,Michigan,"Houghton, Michigan",1179762111,C
578,Colorado,"Cokedale, Colorado",1169077979,C
579,Indiana,"North Salem, Indiana",1166209773,C
580,Minnesota,"Shoreview, Minnesota",1179882337,GA
581,Wyoming,"Glendo, Wyoming",1166069486,C
582,North Carolina,"Waxhaw, North Carolina",1179943628,C
583,Indiana,"Meridian Hills, Indiana",1166207526,C
584,Pennsylvania,"Washington Township, Lawrence County, Pennsylvania",1159984615,C
585,Arizona,"Holbrook, Arizona",1176281297,C
586,Colorado,"Granada, Colorado",1166069661,C
587,Georgia (U.S. state),"Morgan, Georgia",1165894264,C
588,Virginia,"Southampton County, Virginia",1153510493,C
589,Pennsylvania,"Union Township, Adams County, Pennsylvania",1176484280,C
590,West Virginia,"Mannington, West Virginia",1176166911,GA
591,Georgia (U.S. state),"Peachtree City, Georgia",1180002767,C
592,Pennsylvania,"Salisbury, Pennsylvania",1158100876,GA
593,North Dakota,"Nekoma, North Dakota",1172662832,C
594,New York,"Little Valley (village), New York",1175893129,C
595,Wisconsin,"Hartford, Wisconsin",1170552577,GA
596,Alabama,"Triana, Alabama",1178614293,GA
597,Kentucky,"Wingo, Kentucky",1165908027,C
598,Illinois,"Fox Lake, Illinois",1179645826,GA
599,Georgia (U.S. state),"Lithonia, Georgia",1161073473,C
600,California,"Rohnert Park, California",1159321931,GA
601,Delaware,"Bellefonte, Delaware",1166015346,C
602,Illinois,"St. Johns, Illinois",1167676895,C
603,Ohio,"Eastlake, Ohio",1168088516,GA
604,Iowa,"Blockton, Iowa",1165536383,C
605,Oregon,"Sisters, Oregon",1174798685,GA
606,Texas,"Kurten, Texas",1178322673,C
607,Texas,"Lacy-Lakeview, Texas",179517911,Stub
608,Minnesota,"Revere, Minnesota",1165899510,C
609,Georgia (U.S. state),"Vidette, Georgia",1165906234,C
610,Pennsylvania,"Mount Penn, Pennsylvania",1173398145,GA
611,Pennsylvania,"Lansdale, Pennsylvania",1179853483,GA
612,Pennsylvania,"Letterkenny Township, Pennsylvania",1173871978,C
613,Wisconsin,"Altoona, Wisconsin",1174697705,C
614,Maine,"Penobscot, Maine",1166211155,Start
615,Hawaii,"Ewa Villages, Hawaii",965242422,Stub
616,Illinois,"Waterloo, Illinois",1165906754,C
617,Oklahoma,"Sapulpa, Oklahoma",1179049140,C
618,New York,"Cattaraugus, New York",1166692575,C
619,Illinois,"Ohio, Illinois",1167424827,C
620,Wisconsin,"Port Washington, Wisconsin",1174609245,GA
621,Missouri,"Excelsior Estates, Missouri",1166997279,C
622,New Mexico,"Fort Sumner, New Mexico",1167016699,GA
623,Pennsylvania,"Rose Township, Jefferson County, Pennsylvania",1173811342,C
624,Missouri,"Bell City, Missouri",1165509033,GA
625,Missouri,"Fidelity, Missouri",1167014802,C
626,Vermont,"Johnson (village), Vermont",1167180588,Start
627,Minnesota,"Cologne, Minnesota",1180145730,C
628,Michigan,"Dayton Township, Tuscola County, Michigan",1172588050,Start
629,Missouri,"Norborne, Missouri",1172256897,GA
630,Indiana,"Daleville, Indiana",1166066329,GA
631,South Dakota,"Bonesteel, South Dakota",1171029965,C
632,Iowa,"Carbon, Iowa",1165538285,C
633,Florida,"Esto, Florida",1166067839,Start
634,Pennsylvania,"Chambersburg, Pennsylvania",1175689086,B
635,Illinois,"Forest View, Illinois",1169545700,C
636,Ohio,"Obetz, Ohio",1167413416,C
637,Pennsylvania,"South Canaan Township, Wayne County, Pennsylvania",1175379552,Stub
638,Indiana,"Greens Fork, Indiana",1147359025,C
639,Missouri,"Arrow Rock, Missouri",1166485423,C
640,Michigan,"Sterling, Michigan",1167677834,Start
641,Mississippi,"Meadville, Mississippi",1166207393,C
642,Washington,"Cashmere, Washington",1153022876,GA
643,South Carolina,"Clover, South Carolina",1175061317,GA
644,Pennsylvania,"Burlington Township, Bradford County, Pennsylvania",1176777842,Start
645,Texas,"East Bernard, Texas",1165647599,GA
646,Alabama,"Lexington, Alabama",1166205880,Start
647,Minnesota,"Waseca, Minnesota",1173724891,C
648,Illinois,"Belgium, Illinois",1166606491,Start
649,Virginia,"Northumberland County, Virginia",1172345198,C
650,Iowa,"New Albin, Iowa",1165895112,C
651,Utah,"Hanksville, Utah",1176586728,C
652,Iowa,"Rose Hill, Iowa",1165900229,Start
653,Pennsylvania,"South Coventry Township, Chester County, Pennsylvania",1175379421,Stub
654,Indiana,"Portland, Indiana",1172409053,C
655,Iowa,"New Market, Iowa",1165895303,C
656,Illinois,"Waynesville, Illinois",1172814623,C
657,Missouri,"Kearney, Missouri",1174555871,GA
658,New York,"Edwards (CDP), New York",1164628166,Start
659,Texas,"Bevil Oaks, Texas",1165536085,GA
660,Georgia (U.S. state),"Culloden, Georgia",1165645813,GA
661,South Dakota,"Warner, South Dakota",1171900474,GA
662,Minnesota,"Brownsville, Minnesota",1165537430,C
663,Michigan,"Wells Township, Tuscola County, Michigan",1167839064,Start
664,New Mexico,"Carrizozo, New Mexico",1168424664,GA
665,Texas,"Yoakum, Texas",1175438267,GA
666,Georgia (U.S. state),"Monticello, Georgia",1144112374,C
667,Minnesota,"Altura, Minnesota",1165506695,C
668,Michigan,"Berrien Springs, Michigan",1177725757,C
669,Texas,"Penelope, Texas",1166211143,C
670,Massachusetts,"Acton, Massachusetts",1177519351,B
671,Rhode Island,"Bristol, Rhode Island",1168873557,C
672,Iowa,"Denver, Iowa",1165646730,C
673,Georgia (U.S. state),"Jenkinsburg, Georgia",1165751164,GA
674,Tennessee,"Bolivar, Tennessee",1169783842,C
675,Pennsylvania,"Washington Township, Lycoming County, Pennsylvania",1169044345,GA
676,Ohio,"Pemberville, Ohio",1177493372,C
677,Missouri,"St. Peters, Missouri",1178956426,C
678,Ohio,"Troy, Ohio",1173079154,GA
679,Ohio,"Clarksville, Ohio",1166696427,C
680,Utah,"Mona, Utah",1165893894,GA
681,Michigan,"Wakefield, Michigan",1167341039,B
682,Iowa,"Moravia, Iowa",1170915970,C
683,Michigan,"Homer, Michigan",1167155035,C
684,Iowa,"Dundee, Iowa",1165647343,C
685,Missouri,"Moundville, Missouri",1167347746,GA
686,Arkansas,"Greers Ferry, Arkansas",1165748791,Start
687,Missouri,"Kidder, Missouri",1165752161,C
688,Louisiana,"French Settlement, Louisiana",1169668559,C
689,Iowa,"Garner, Iowa",1173207298,C
690,Pennsylvania,"Jordan Township, Clearfield County, Pennsylvania",1175876912,C
691,West Virginia,"Rhodell, West Virginia",1167505074,C
692,Minnesota,"Newfolden, Minnesota",1165895459,C
693,Pennsylvania,"Brokenstraw Township, Warren County, Pennsylvania",1160901570,GA
694,Missouri,"Barnard, Missouri",1165508400,C
695,Florida,"Bristol, Florida",1165537145,C
696,Tennessee,"Smithville, Tennessee",1165901998,C
697,Texas,"Bunker Hill Village, Texas",1165537630,GA
698,Illinois,"Danforth, Illinois",1166849079,C
699,Texas,"Cresson, Texas",1170712416,C
700,New Jersey,"Westville, New Jersey",1179887966,GA
701,Indiana,"Bloomington, Indiana",1179045345,C
702,North Dakota,"Grand Forks, North Dakota",1178313113,B
703,Minnesota,"Princeton, Minnesota",1175709246,C
704,South Carolina,"Lyman, South Carolina",1172044185,GA
705,Texas,"Lewisville, Texas",1179890622,FA
706,Illinois,"Volo, Illinois",1167744334,C
707,Missouri,"Stark City, Missouri",1167677428,C
708,Texas,"Livingston, Texas",1179446101,C
709,Massachusetts,"Somerville, Massachusetts",1178752725,B
710,South Dakota,"Ashton, South Dakota",1171833341,GA
711,Kansas,"Colby, Kansas",1174767259,C
712,Michigan,"Sheridan Township, Calhoun County, Michigan",1167671001,Start
713,Texas,"Hackberry, Texas",1171740926,C
714,Ohio,"Payne, Ohio",1167458394,C
715,Florida,"Inverness, Florida",1179635647,GA
716,Mississippi,"Chunky, Mississippi",1179492477,C
717,West Virginia,"Terra Alta, West Virginia",1166331227,GA
718,Texas,"Alton, Texas",1171327900,GA
719,Alaska,"Pilot Station, Alaska",1165897836,Start
720,Michigan,"Walker, Michigan",1142733344,C
721,Illinois,"Milan, Illinois",1167343393,C
722,Missouri,"Bevier, Missouri",1165536082,C
723,Pennsylvania,"Cherry Township, Sullivan County, Pennsylvania",1166695008,C
724,Maine,"Milbridge, Maine",1166207791,C
725,Wisconsin,"Augusta, Wisconsin",1165508014,GA
726,Texas,"White Deer, Texas",1179997491,C
727,Missouri,"Windsor Place, Missouri",1167842879,Start
728,Michigan,"Maple Grove Township, Barry County, Michigan",1174715796,Start
729,Kentucky,"Cumberland, Kentucky",1177272211,C
730,California,"San Carlos, California",1177552263,C
731,Colorado,"Mancos, Colorado",1176595841,C
732,Ohio,"Bridgeport, Ohio",1166633501,C
733,Colorado,"Holly, Colorado",1166181278,C
734,Michigan,"Beaverton Township, Michigan",1174669197,Start
735,Louisiana,"Loreauville, Louisiana",1178254773,C
736,Maryland,"Glen Echo, Maryland",1177154188,C
737,New York,"North Tonawanda, New York",1179543724,C
738,Pennsylvania,"Wampum, Pennsylvania",1174300651,GA
739,Massachusetts,"Freetown, Massachusetts",1179452951,B
740,Minnesota,"Kettle River, Minnesota",1171294785,C
741,Alabama,"Sanford, Alabama",1166230687,Start
742,Missouri,"Urich, Missouri",1165905934,C
743,Montana,"Hamilton, Montana",1172613648,GA
744,New Jersey,"Palisades Park, New Jersey",1179891315,B
745,Missouri,"Unionville, Missouri",1165905250,GA
746,Massachusetts,"Amesbury, Massachusetts",1177519083,GA
747,North Dakota,"Glenburn, North Dakota",1173809748,C
748,Michigan,"Vienna Township, Genesee County, Michigan",1178606851,GA
749,Michigan,"Kinderhook Township, Michigan",1167290428,Start
750,Missouri,"Gentry, Missouri",1167020163,C
751,Illinois,"Centralia, Illinois",1178245158,C
752,Kentucky,"Grand Rivers, Kentucky",1165748423,C
753,Texas,"Terrell Hills, Texas",1165903955,GA
754,Iowa,"Riceville, Iowa",1165899568,C
755,Iowa,"Boyden, Iowa",1165536779,C
756,Illinois,"Equality, Illinois",1172394671,C
757,Georgia (U.S. state),"Resaca, Georgia",1166229763,C
758,New York,"Nelsonville, New York",1169422949,C
759,Minnesota,"Wanda, Minnesota",1165906574,GA
760,Georgia (U.S. state),"Port Wentworth, Georgia",1165898477,C
761,South Dakota,"Bruce, South Dakota",1171400574,GA
762,Illinois,"Kingston, Illinois",1172813061,C
763,North Dakota,"Galesburg, North Dakota",1172853458,C
764,Oregon,"Vale, Oregon",1176600010,GA
765,Florida,"Deerfield Beach, Florida",1177367722,B
766,Alabama,"Ethelsville, Alabama",1166067848,Start
767,Minnesota,"St. Peter, Minnesota",1177438640,C
768,Missouri,"Lanagan, Missouri",1165752924,C
769,Pennsylvania,"Peach Bottom Township, York County, Pennsylvania",1175383747,Stub
770,Louisiana,"Jean Lafitte, Louisiana",1177319450,GA
771,South Carolina,"South Congaree, South Carolina",1173835944,C
772,Michigan,"Maple Grove Township, Manistee County, Michigan",1174715819,Start
773,Michigan,"Daggett, Michigan",1177614475,GA
774,Arkansas,"Camden, Arkansas",1163828520,C
775,Pennsylvania,"Ross Township, Allegheny County, Pennsylvania",1178259598,GA
776,Illinois,"Marengo, Illinois",1165892163,C
777,Minnesota,"Wells, Minnesota",1175251509,C
778,Texas,"Lufkin, Texas",1179771701,GA
779,New Hampshire,"Roxbury, New Hampshire",1166230347,C
780,Pennsylvania,"Shippingport, Pennsylvania",1176901114,C
781,Pennsylvania,"East Bangor, Pennsylvania",1178765199,C
782,Pennsylvania,"Allenport, Washington County, Pennsylvania",1178765695,Start
783,Pennsylvania,"Jefferson Township, Mercer County, Pennsylvania",1160603630,C
784,New York,"Youngstown, New York",1178423557,C
785,Oregon,"Waterloo, Oregon",1165906756,GA
786,Alaska,"Lower Kalskag, Alaska",1165891507,Start
787,Michigan,"Banks Township, Michigan",1174668734,C
788,Kentucky,"Monticello, Kentucky",1176310985,C
789,Michigan,"Indianfields Township, Michigan",1167177388,Start
790,Iowa,"Inwood, Iowa",1165750849,C
791,Minnesota,"Mounds View, Minnesota",1170716995,C
792,Pennsylvania,"Elkland Township, Sullivan County, Pennsylvania",1166993752,C
793,Minnesota,"Cold Spring, Minnesota",1165644693,C
794,Wyoming,"Buffalo, Wyoming",1166345853,GA
795,Maine,"Clinton, Maine",1157724738,C
796,Kentucky,"Morgantown, Kentucky",1165894294,GA
797,Missouri,"Diamond, Missouri",1165646850,GA
798,West Virginia,"Kimball, West Virginia",1176690107,GA
799,Ohio,"Cincinnati, Ohio",1074785308,Stub
800,Indiana,"Georgetown, Floyd County, Indiana",1166069195,C
801,Indiana,"Lynn, Indiana",1166206565,C
802,Arkansas,"Letona, Arkansas",1166205839,Start
803,New York,"Silver Creek, New York",1178778296,C
804,New Jersey,"Chester Borough, New Jersey",1179885218,GA
805,Michigan,"Britton, Michigan",1166634026,C
806,Alabama,"Trinity, Alabama",1166331634,C
807,Indiana,"Newburgh, Indiana",1174149118,GA
808,Ohio,"Old Washington, Ohio",1167425607,GA
809,Illinois,"Midlothian, Illinois",1177700722,C
810,Massachusetts,"Orange, Massachusetts",1177304983,C
811,Texas,"Hallettsville, Texas",1175282633,GA
812,Louisiana,"Jamestown, Louisiana",1167315269,C
813,South Carolina,"Blythewood, South Carolina",1171096507,C
814,South Carolina,"Williams, South Carolina",1175212647,GA
815,North Dakota,"White Earth, North Dakota",1180037919,C
816,Minnesota,"New London, Minnesota",1165895281,C
817,Pennsylvania,"Coatesville, Pennsylvania",1175752110,GA
818,New York,"Mayville, New York",1160350272,GA
819,Michigan,"Chatham, Michigan",1179048326,C
820,New Hampshire,"Wilmot, New Hampshire",1166333809,C
821,Indiana,"Montezuma, Indiana",1166208314,C
822,Pennsylvania,"Baldwin Township, Allegheny County, Pennsylvania",1171747803,GA
823,Ohio,"Bedford Heights, Ohio",1167618709,GA
824,Minnesota,"Myrtle, Minnesota",1165894856,Start
825,Pennsylvania,"Granville Township, Mifflin County, Pennsylvania",1175075194,C
826,Michigan,"St. Ignace, Michigan",1179410869,GA
827,Texas,"Alma, Texas",1175091653,C
828,Ohio,"Perrysburg, Ohio",1177222044,GA
829,Arkansas,"Morrison Bluff, Arkansas",1166208586,C
830,Wisconsin,"Franklin, Milwaukee County, Wisconsin",1165747344,GA
831,Michigan,"Sage Township, Michigan",1167666410,Start
832,Missouri,"Moline Acres, Missouri",1165893879,C
833,Illinois,"Harvey, Illinois",1168386182,GA
834,Ohio,"Georgetown, Ohio",1167020254,C
835,Iowa,"Bayard, Iowa",1165508690,C
836,Pennsylvania,"Buckingham Township, Wayne County, Pennsylvania",1161467197,GA
837,Hawaii,"Kihei, Hawaii",1170722915,C
838,Montana,"Culbertson, Montana",1173509031,C
839,Mississippi,"Puckett, Mississippi",1167501048,C
840,Michigan,"Turin Township, Michigan",1174457869,C
841,South Carolina,"Silverstreet, South Carolina",1166231370,C
842,Florida,"St. Petersburg, Florida",1179890344,B
843,Missouri,"Craig, Missouri",1165645452,C
844,New Mexico,"Milan, New Mexico",1167343396,GA
845,Kentucky,"Leitchfield, Kentucky",1165889884,C
846,Maine,"Frenchville, Maine",1177094767,C
847,Pennsylvania,"Concord Township, Erie County, Pennsylvania",1166757527,Start
848,Kentucky,"Fairview, Kenton County, Kentucky",1176245726,C
849,California,"Livermore, California",1179915828,B
850,Vermont,"Burke, Vermont",1167304679,C
851,West Virginia,"Belmont, West Virginia",1166015371,C
852,Texas,"Fritch, Texas",1179802892,C
853,Georgia (U.S. state),"Twin City, Georgia",1165905036,C
854,Pennsylvania,"State College, Pennsylvania",1176792594,GA
855,Pennsylvania,"North Mahoning Township, Indiana County, Pennsylvania",1175954261,Stub
856,Alaska,"Elim, Alaska",1178323179,GA
857,Tennessee,"Greenbrier, Tennessee",1165748675,C
858,Pennsylvania,"Bradford, Pennsylvania",1180113430,C
859,New York,"Lake Placid, New York",1179138591,GA
860,South Dakota,"Big Stone City, South Dakota",1171494376,C
861,Tennessee,"Luttrell, Tennessee",1165891627,C
862,Alabama,"Madison, Alabama",1177703025,C
863,Missouri,"Van Buren, Missouri",1176756250,GA
864,Kentucky,"Woodbury, Kentucky",1165908344,C
